Result
"As seen in Table 1 , in the absence of any added compounds there were small and unremarkable changes in DNA synthesis with IGF-1 and PDGF; in contrast, FGF-2, TGFβ ..."
"Between October 2003 and December 2007, 97 men were enrolled (Fig. 1 ). A total of 13 men were excluded from the primary analyses for the following reasons: never started ..."
No result found
"Since IL-15 is a major cytokine responsible for the development, maturation, and survival of NKT cells [ 26 ], we downloaded GEO data GSE32472 to explore IL-15 mRNA levels in ..."
"To assess if exposure of endothelial cells to simulated MU has a significant impact on expression of adhesion molecules or inflammatory and angiogenic factors, we used quantitative RT-PCR and flow ..."
"Twenty-four patients were enrolled in the study (all male), with 11 randomized to the fish oil group and 13 randomized to the placebo group ( Supplemental Fig. 2 ). Recruitment ..."
Primary mouse hepatocytes cultured within RWVs self-organized into 3D aggregates that were 100–200 μm in their longest cross-sectional length by 24 hours of culture ( Figure 1A ). After 3 ...
"Using bioinformatics, we analyzed the gene expression T-cell activation of 3 individual human donors under normal gravity on board, and microgravity conditions that were incubated, activated, and fixed on the ..."
"Draining lymph nodes and spleens from flight mice were collected within 4 h of landing for immediate analysis, and the same procedure was followed for ground mice. Consistent with previously ..."
"In this lecture, I tried to convey my path from science to engineering, and from fundamental mechanistic research to technology development and translation. I hope that I fully communicated the ..."
"Overall, sequencing reads from crewmember samples were mapped to 1,394 genera and 5,192 species. The top 12 microbial species detected from all crewmember samples pre-, during and post-flights are shown ..."
"Approximately 10 M reads were obtained for each flight sample. After LMAT analysis, which combines forward and reverse reads into a single unit, an average of 5 M reads per ..."
No result found
Thirty-two surface samples were collected over the course of 14 months (2017–2018) from the ISS. The locations sampled are listed in Table 1 and correspond to the same eight locations ...
"The seven gene expression datasets have from three to eight expression values. The datasets were combined, and the significantly regulated genes were extracted using the Pearson correlation and Incremental Association ..."
"Blood samples were collected from six astronauts before, during, and after spaceflight on the ISS. An 11-time point sampling course was designed to capture the pre-flight baseline, the early to ..."
"At baseline, mice assigned to all groups had similar mean body mass (27.5±0.5g). All mice remained healthy and active throughout the protocol. During the final unloading cycle, all unloaded groups ..."
Treatment with treadmill exercise resulted in significantly greater femoral mid-shaft I max ( P = 0.004) and I min ( P = 0.005) compared with sedentary controls (Fig. 1 ). ...
"To assess the relationship between the magnitude of loads produced by exercise and the site-specific osteogenic response, we first determined whether the forelimbs or hindlimbs experience greater external forces during ..."
To understand if altering the direction in which vibrations are applied plays a role in controlling MSC differentiation and cytoskeletal actin structure and whether LIV amplitude and frequency interact with ...
"As expected from the F2 mouse population bred specifically for a large range in musculoskeletal mechanosensitivity, the response of both tissues to the two experimental regimes varied greatly across individuals. ..."
"Hindlimb unloading caused a dramatic increase in the overall number of apoptotic osteocytes in femoral mid-diaphysis after 5 days of HLU, with %Casp3+Ot increased approximately 3-fold versus cage controls ( ..."
Single cell tSNE mapping of ESCs and EBs show that a 60-min HG pulse results in minimal deviation in cellular transcriptomic signature ( Fig. 1G ). Cell mapping shows that ...
"Differences in the virulence of two common lab strains isolated from patients, Af293 and CEA10, have been reported, but the mechanisms underlying these differences remain incompletely understood [ 26 – ..."
"Three control strains, namely, Af293, an Δ akuA mutant, and a Δ akuA -mluc mutant, were examined to demonstrate the impact of the disruption of akuA in UV-C response. This ..."
"The original dappled alleles, dpld EJL and dpld MLB , result from the P-element insertions (P-lacW) in strains 142/2 (k14202) and 97/16 (k09716), respectively (Rodriguez et al. 1996 ). The ..."
"The aim of this study was to investigate phototropism under a continuum of gravity conditions from microgravity, to partial (reduced) gravity, to 1 g. Arabidopsis roots and shoots exhibit markedly ..."
"In the last decade, the landscape of plant biology research in spaceflight and simulated microgravity research has greatly advanced, mostly with the incorporation of space transcriptomics tools such as RNAseq ..."
"The aim of this study was to investigate phototropism under a continuum of gravity conditions from microgravity, to partial (reduced) gravity, to 1 g. Arabidopsis roots and shoots exhibit markedly ..."
No result found
"The aim of this study was to investigate phototropism under a continuum of gravity conditions from microgravity, to partial (reduced) gravity, to 1 g. Arabidopsis roots and shoots exhibit markedly ..."
Shoot tissue samples that remained in the shredder columns after the RNA extraction process from the BRIC-16-Cyt experiments were in trace amounts. Cell wall materials isolated from these small sample ...
We performed transcriptomic studies with young seedlings of A. thaliana that were grown on the ISS at different gravity levels depending on the rotational speed of the EMCS centrifuge (nominal ...
"Numerous studies have compared the biological effects of clinostats and other microgravity analogs to space experiments (e.g., Brown et al., 1996 ; Kraft et al., 2000 ; Herranz et al., ..."
"Two environmental conditions (light) are compared here, both of them as part of the SG Earth control reference experiment using the European Modular Cultivation System (EMCS). Seedlings were germinated in ..."
"The analysis of variance (ANOVA) revealed a significant difference (F = 16.47, p < 0.001) for the RGR among the different gravity treatments. The Eta-squared and Epsilon-squared effect sizes indicated ..."
"The SG series of experiments has constituted a significant contribution to furthering the knowledge of alterations induced by the space environment, specifically by microgravity and different levels of partial gravity, ..."
"In the first experiment, we tested the hypothesis that reactive oxygen species were a causal factor in the unloading-induced phenotype: reduction of muscle fiber cross-sectional and partial shift of fiber ..."
No result found
"We quantified EndoG and AIF protein levels in the plantaris muscle of the YAL, OAL, OCR, and OExCR rats. The protein abundance for EndoG in the soluble (mitochondrial) fraction was ..."
"As published by Kim et al. , average body mass of OAL rats (389.7 g) was not significantly different than YAL rats (374.3 g) ( Kim and others 2008 ). ..."
"Citrate synthase (CS) and cytochrome c oxidase (CCO) activities were quantified in the soleus and gastrocnemius muscles of all rats as indicators of mitochondrial volume density and function, respectively [ ..."
"To study the effects of cyclic stretch and cessation of stretch on skeletal muscle myotube morphology and size, we used C2C12 mouse lineage myoblasts to generate myotubes, and mounted on ..."
"Three bacteria and one fungus were recovered from UPA95, while six bacteria and two fungi were recovered from UPA115, as detailed in Table 1 . The three bacteria from UPA95 ..."
"Experiment inputs for all simulations described in this manuscript are given in Supplementary Table S2 and input files are available at the Zenodo data repository (doi: 10.5281/zenodo.6369617). In all simulations, ..."
"The APH Facility was installed, assembled and its ability for conducting fundamental plant research on ISS was evaluated and demonstrated. Wheat and Arabidopsis plant canopies were successfully grown from seed ..."
"Fungally challenged pea ( P. sativum ) pods have an overall non-host disease response that includes induction of a gene called PsDRR206 ( Disease Resistance Response 206 ), whose protein ..."
"Arabidopsis is a facultative long-day plant; its flowering is delayed under short-day conditions ( Haughn et al., 1995 ; Koornneef et al., 1998 ). In our previous studies, ADT knockout ..."
"A multi-omics evaluation of Arabidopsis ADT KO mutant lines (compared to WT plants) was conducted at 4 weeks of growth/development, when the plants had fully developed rosette leaves and had ..."
Neurosphere cultures maintained over time contain mixtures of precursor cells derived from much smaller proportions of stem cells. Cell counts made from irradiated cultures measure the proliferative potential of the ...
No result found
"The Pearson correlation method is used to generate weighted directed graphs. Two columns of 20,000 samples of gene expression values of Arabidopsis ecotypes WS and Col-0 root growth in spaceflight ..."
"The gene expression values (three in GLDS-120, three in GLDS-38, five in GLDS -7, six in GLDS-37, and eight in GLDS-46) are used to construct Pearson correlation GRNs. The datasets ..."
"As previously reported, body mass of AEM-Ground and AEM-Flight mice was significantly lower at the completion of the STS-135 mission, with AEM-Ground mice weighing slightly more than AEM-Flight mice postflight ..."
Cardiac tissue GSH ( S1 Fig ) and GSSG ( S2 Fig ) levels were assessed and GSH:GSSG ratios were calculated as an indication of oxidative stress ( Fig 1 ...
"Tukey’s post hoc comparison showed that IOP was significantly lower in post-flight measurements compared to that of pre-flight (14.4–19.3 mmHg vs 16.3–20.3 mmHg, p < 0.05) in the left eye ..."
"To assess the effects of prolonged spaceflight-like conditions on central nervous system (CNS) health following exposure, 6-month-old female C57BL/6J mice were either irradiated with low-dose γ-ray irradiation (0.04 Gy, LDR), ..."
"The space environment caused a wide array of changes in gene expression, the most prominent were changes in ocular pathways and RNA processing. Twenty mice spent 35 days on the ..."
Quantitative assessment with TUNEL assay indicated that the density of apoptotic cells in the retinal nuclear layer and ganglion cell layer (GCL) was significantly increased ( p < 0.05) in ...
A set of 54 differently expressed genes (DEG) significantly ( p < 0.05) by one-way analysis of variance (ANOVA) and Tukey’s HSD (honestly significant difference) test segregates the ground control ...
Post-exposure timepoints had different global expression patterns that were visible in principal component analysis where samples clustered more closely based on time point/age of mice instead of the exposure condition ...
"Mice were weighed before launch and shortly before being euthanized after landing. Prior to taking off, the body weights were similar among all groups. The flight (FLT) and habitat ground ..."
"As a first step, the data acquired on the ground (preflight session) were analysed. Since errors in the different experiments were normally distributed (Shapiro-Wilk test; W = 0.89), a rmANOVA ..."
"Humanity has laid ambitious plans to venture to Mars and establish settlements on other planetary bodies, and commercial spaceflight is gaining rapid traction with the spacefaring population set to quickly ..."
"As spatial omics technologies mature and provide a deeper understanding of the cellular states and functions, spatial epigenomics, metagenomics, and metabolomics will also reveal a great number of biological insights ..."
"Naganishia kalamii belongs to Basidiomycota , class Tremellomycetes , and order Filobasidiales . ITS sequence similarity of the strain FJI-L2-BK-P3 T with the majority of Naganishia species was > 98.5% ..."
"We first examined DNA from dried blood spots (DBS), which were collected from the I4 crew members before (L-92, L-44, L-3), during (FD1, FD2, FD3), and after (R + 1, ..."
No result found
"While broad in its research scope, this study represents only the beginning. Anatomical and physiological variability, small sample size, the operational complexities of a highly constrained mission and limited skill ..."
"We previously documented telomere length dynamics (changes over time) in astronauts experiencing long-duration spaceflight in low Earth orbit (LEO) onboard the International Space Station (ISS) 22 , 67 , 68 ..."
"To understand the impact of spaceflight to skin and tissue microenvironment, paired 4 mm skin punch biopsies from Inspiration4 crew members’ upper arms were used for pathology evaluation and spatial ..."
"The i4 crew collected a microbiome dataset spanning eight timepoints: three before flight, three after flight and two during flight. In total, we sequenced 385 metagenomic and 365 metatranscriptomic swabs ..."
"Obtained globin gene, transcription factor (TF) and globin miRNA expression results are hereunder showcased for the NASA Twins study, the JAXA study as well as the Inspiration4 mission. A summary ..."
"To characterize the immune and metabolic changes induced by spaceflight, we collected serum and whole blood from the crew before and after the spaceflight (Fig. 1a ) and first performed ..."
"To begin understanding how simulated microgravity impacts immune cell function, we loaded PBMC samples from two young healthy CMV+ donors, one male, and one female, into either RWV simulated microgravity ..."
No result found
"To gain insight into secretome changes after 3 days of spaceflight, we profiled the plasma EVP proteins and plasma metabolites of the four i4 mission crew members (Fig. 1a ) ..."
"In the coming years, humans may venture into space for unprecedented durations and distances outside of the Earth’s radioprotective magnetosphere. Resupply and evacuation would be precluded in some cases, calling ..."
No result found
We analysed urinary and plasma parameters of interest for nephrolithiasis in 66 astronauts that stayed on the International Space Station (ISS) for up to 180 days. Values were analysed across ...
To understand how insulin and estrogen signaling change during spaceflight we examined gene expression in mice that were flown to the International Space Station (ISS) for 37 days. For this ...
"Growing evidence indicates that spaceflight can elicit a range of stressful and adaptive physiological responses on the human body. Environmental harms like radiation, microgravity, and altered gas composition can jeopardize ..."
No result found
The wheat plants obtained during the full-size experiment on the ISS and in the ground laboratory Lada greenhouse were harvested after reaching the full maturity stage. The kernels were husked ...
"VEG-01A was the first time the Veggie facility had been used for plant growth on ISS ( Massa et al., 2017a , b ) so presumably it would have been ..."
"As a first step toward identifying genes involved in root growth responses to exogenous cadaverine, seedlings of eight Arabidopsis accessions were grown on media containing 0, 100, and 500 μM ..."
"Real values of 2,4-D concentrations in water for each treatment at the beginning of the experiment (T1) are shown in Table 1 . Mean real values (±SD) of 2,4-D concentrations ..."
We screened an ethyl methylsulfonate-mutagenized population (approximately 5000 lines) of the rice ( Oryza sativa L.) cultivar Zhonghua11 and isolated a mutant with root coiling phenotype when grown in hydroponic ...
"To identify molecular candidates in cadaverine response in plants, we carried out a forward genetic screen using a population of ethyl methanesulfonate (EMS)‐mutagenized A. thaliana plants in the Columbia‐0 (Col‐0) ..."
"To investigate the effect of clinorotation on root growth behavior without prior gravistimulation, we subjected vertically grown Arabidopsis thaliana and Brachypodium distachyon seedlings to low-speed clinorotation in darkness, and then ..."
High-throughput screening of flow biofilm viability requires a device that permits development of multiple biofilms with controlled flow rates and determination of viability in real time. We constructed such a ...
"Results presented throughout this paper refer to stationary-phase cells. As stated in the previous section, to determine viability, 16 μg/ml Gm was added to cell suspensions in M9 salts (without ..."
"In conclusion, this review has highlighted that PMD are a key mechanosensation mechanism in the processes by which mechanosensitive mammalian cells detect and respond to mechanical loading in their environment. ..."
"The flight and habitat ground control mice from both space shuttle missions lost approximately 1-2 g of body weight ( Mednieks et al., 2014 ), but the differences were not ..."
"The flight and habitat ground control mice from both space shuttle missions lost approximately 1-2 g of body weight ( Mednieks et al., 2014 ), but the differences were not ..."
"Morphology and IHC reactivity in the sublingual salivary glands of flight animals was determined, quantified and compared with those of ground control animals. In thin sections examined in the TEM, ..."
"Microarray analysis to examine the changes in mRNA expression of the 22,206 genes found no correlation (correlation coefficient: 0.077052) between the submandibular gland samples obtained from the MHU-4 and -5 ..."
We sought to identify any increase in transcription of EBV lytic genes following treatment of Akata cells (that contain a latent EBV episome) with gamma irradiation (as described in the ...
"Eighty-nine samples from ten astronauts were analyzed by 16S rRNA gene sequencing for microbiome analysis and qPCR for viral titer measurements. The timepoints for each sample collected the viral status, ..."
"To monitor the spatio-temporal dynamics of root ion fluxes and apoplastic pH in vertically growing roots of A. thaliana , we re-evaluated the available fluorescence staining methods to visualize pH ..."
No result found
"To understand the mechanisms that affect telomere length and function in diseased MuSCs, we assayed their internal signaling pathways by flow cytometry (Table S1). We found that a higher proportion ..."
"While previous histological and single-fiber isolation data have been extensively used to study MuSCs, the full range of morphological properties of stem cell populations has not been directly characterized in ..."
"To address the effects of muscle atrophy and/or irradiation (IR) on skeletal muscles, we utilized the widely accepted hindlimb suspension (HLS) ground-based model 27 , in combination with or in ..."
"To determine whether flavonols accumulate in guard cells, we used diphenylboric acid 2-aminoethyl ester ( DPBA ) dye to detect flavonols. The specificity of DPBA fluorescence was demonstrated in Arabidopsis ..."
"To develop a comprehensive model of tension wood formation, we first focused on characterizing tension wood formation and gravitropism in Populus with altered ARK2 expression. Using previously characterized genotypes ( ..."
We chose to use a transgenic line expressing PIP2A-GFP as the plant material for our experiments because PIP2A-GFP is localized predominantly at the plasma membrane by microscopy and its cellular ...
"If scd1-1 has a defect in targeting of auxin transport proteins, then alterations in auxin transport-dependent root responses, including primary root elongation, gravitropism, and lateral root development, would be expected. ..."
"The causative agent of the COVID-19 the pandemic, SARS-CoV-2, has caused loss of incomes, economic crises, morbidities, and loss of life worldwide. Here, we describe the virus and review state-of-the-art ..."
"As noted above, breast epithelial cells have been previously shown to exhibit responses to SMG, suggesting that they might be a useful model to study the involvement of the LINC ..."
Samples of permafrost obtained from the Siberian arctic ( Fig. 1 ) were suspended and plated on trypticase soy broth yeast extract salt (TSBYS) medium and incubated at room temperature ...
No result found
"In order to gain a greater understanding of the global gene expression changes occurring in response to LP, strain WN624 was studied using transcriptional microarrays. Total RNA was extracted from ..."
"The importance of the two types of SASP, the DNA-binding α/β type and non-DNA-binding γ type, alone and in combination with various other protective spore core components, including core water ..."
Temperature data were logged at 10-min intervals during the FL and GC experiments and the data are presented in Figure 1B. The average temperature recorded during the growth period in ...
We conducted experimental evolution to test if the thermal tolerance of vegetative Bacillus strains could be enhanced through gradual temperature increases ( Figure 1 A). Our study included seven strains ...
"Using Omnilog phenotype microarray (PM) plates PM-11C, PM-12B, and PM-13B ( Table 1 ), triplicate B. subtilis flight (FL) and ground control (GC) samples were screened for their resistance to ..."
Temperature data were logged at 10-min intervals during the FL and GC experiments and a summary of the data is presented in Table 3 . A detailed presentation of the ...
No result found
"The natural environment often contains inhibitory or subinhibitory levels of various antibiotics; thus, natural antibiotic resistance would confer a selective advantage in such environments (reviewed in reference 25 ). Through ..."
"In previous reports from our lab utilizing classic gentamicin invasion assays, we showed that a Salmonella invA mutant that is defective for invading monolayers, exhibited wildtype levels of invasion into ..."
No result found
Visual examination of the LSMMG and control cultures of N315 indicated much greater levels of clumping in the LSMMG cultures. ESEM imaging revealed the presence of a distinct extracellular polymeric ...
We used the S . Typhimurium YdcI protein sequence (GenBank accession no. AAL20543 ) as a query in a BLAST search for homologs in the protein database. The results of ...
"Our results reflect our strategy to optimize chances for successful culture of potentially pathogenic microorganisms by using three different media for each sample; blood agar (all purpose growth media), mannitol ..."
Transcriptional analysis of P. aeruginosa PAO1 grown and fixed under spaceflight conditions revealed the induction of 52 genes and the downregulation of 115 genes (2-fold threshold; P < 0.05) compared ...
"Genome sequencing has made major contributions to our knowledge of virulence and the evolution of pathogenic bacteria. So far, virulence plasmids associated with ExPEC are ColV, ColBM and Vir plasmids ..."
"Straub et al. ( 30 ) previously reported the use of RWV-derived 3-D INT-407 models of small intestinal epithelium for successful NV infection, demonstrated in part by cellular vacuolization and ..."
To determine if the individual members of Enterobacteriaceae exhibited similar growth kinetics in both LSMMG and control conditions (an important parameter for comparing the two culture orientations with a given ...
No result found
No result found
Decellularized lung scaffolds recellularized with MSCs for a total of 14 days had more abundant cells in the bioreactor as compared to static conditions ( Fig 2AD versus Fig 2Ad ...
"Our previous 3-D model of HT-29 colonic epithelial cells 7 , 16 , 17 was advanced in this study by the inclusion of U937 monocytes that were pre-differentiated into macrophages ..."
"Over the past 2 decades, a multidisciplinary consortium of researchers has been creative in developing 3-D intestinal models of increasing complexity that better mimic the biological, chemical, and physical microenvironments ..."
No result found
Mice were orally inoculated with C. albicans as described ( 25 ). We previously showed that inoculation did not result in significant changes in bacterial microbiota composition and did not ...
No result found
"Although each mission has different timing, the specifics of which change in real time based on the actual launch date and accompanying mission scenario, Table 1 summarizes our general experiences ..."
"There are three distinct steps to the RCP, the first of which is data preprocessing ( Figure 2 A). The pipeline begins with quality control (QC) of raw FASTQ files ..."
No result found
"We evaluated two distinct approaches to gene expression quantification and detection of differentially expressed genes (DEGs) from the direct RNA data (see “Methods”). First, the raw basecalled reads were processed ..."
"We formulated and executed a sampling plan that spans a wide range of biospecimen samples: venous blood, capillary dried blood spots (DBSs), saliva, urine, stool, skin swabs, skin biopsies, and ..."
"Previously, we reported the dose response (i.e., percentage of worms responsive to the applied electric field) of C. elegans upon exposure to levamisole. 25 Using a similar protocol, experiments are ..."
"Prior studies have shown that egl-9 -deficient worms could survive concentrations of HCN gas that killed wild-type worms ( Gallagher and Manoil, 2001 ). In the experiments shown in Figure ..."
The growth performance of transporter gene knockout mutant lines and their respective wildtype backgrounds grown for four weeks on soil treated with MgSO 4 ·7H 2 O in solution (0–100 ...
Wild-type and 14-3-3μ-1 were grown on vertical MS media agar plates under constant light conditions and assayed for root lengths after 8 d of growth ( Fig. 1 ). The ...
No result found
"The MRM chromatograms of ginsenosides Rb1, Rb2, Rg1, Rg2, Rc, Rd, Re, and Rf from GTSs were optimized for quantitative analysis. The calibration curve of the eight compounds showed good ..."
"The differential analysis of the transcriptome expressed between spaceflight and ground control Arabidopsis samples yielded 15,505 distinctly mapped RNA transcripts, with 2,474 being statistically significant at adjusted p <0.05. Of ..."
"Sampling of surfaces on the ISS during microbial monitoring surveys resulted in the isolation of numerous bacterial and fungal strains ( 15 ). A strain of A. niger , JSC-093350089, ..."
"In a first attempt to evaluate the effect of the microgravity environment of ISS on Brachypodium seedlings, we investigated the direction of root and shoot growth after five days of ..."
"For process development, test samples of 9–12-d-old A. thaliana var. columbia (Col-0) or Wassilewskija (WS) (The Arabidopsis Information Resource [TAIR], Columbus, Ohio, USA) were harvested into RNA later and fixed ..."
"Microarray gene expression data were analyzed using a two-part comparative approach. First, differentially expressed genes were identified between the two environments: spaceflight cells and comparable ground controls, which reflected the ..."
"The differential gene expression data sets of the three independent spaceflight experiments and their comparable ground controls were used in the ROSMETER analyses. The heatmap shows the positive-(red), negative-(blue) and ..."
"In this experiment, the pattern of gene expression that defined the adapted state was established after ten days of growth in the BRIC hardware in two environments: spaceflight, and ground ..."
"Peripheral WBC data from previously space-flown rodent and astronaut experiments were re-analyzed to determine the contribution of spaceflight to NLR and GLR immune profile shifts. In rodents ( 47 , ..."
"Mice were exposed to acute, 0.5-Gy simplified GCR simulation (GCR sim), 1-Gy SPE simulation (SPE sim), or 5Gy gamma irradiation, singly or in combination with HU (14-days total) and were ..."
"Principal component analysis (PCA) plots were generated with each cohort (Fig. 1 A). Venn diagrams revealed no overlap of downregulated (Fig. 1 B) nor upregulated (Fig. 1 C) DEG. However, ..."
"The three genotypes, Col-0, met1-7 , and elp2-5 each demonstrated different growth habits in response to spaceflight. Figure 1C shows a representative plate of each genotype grown on the ISS ..."
"To provide insights into the potential for using lunar regolith to grow plants as part of the Artemis lunar exploration science program and for future sustained lunar habitation, we developed ..."
The ISS is a useful environment for studying the effects of spaceflight by combining a μg environment with ionizing radiation and CO 2 levels that are elevated compared to Earth’s ...
The original purpose of the KFT was to allow astronauts in space to apply fixative or other chemical compounds that are often toxic to biological samples without the use of ...
No result found
"Basic differentiation of splenocyte cell populations between flight mice and matched ground controls were completed by flow cytometric analysis. Forward scatter (FS) and side scatter (SS) parameters were noted, with ..."
Figure 1 shows results for body and thymus masses. There were significant differences in thymus mass alone or when normalized to body mass. The thymus values were consistently higher in ...
"There were no significant differences in total body mass at the time of sacrifice (AEM 19.5 ± 0.5 g, Flight 18.4 ± 0.5 g). Sample size: n = 8 for ..."
"Previously, we selected specific genes and metabolites to interrogate from our large-scale-‘omics datasets to address defined hypotheses. Here, we performed unsupervised Partial Least Squares Discriminant Analysis (PLS-DA) using the entire ..."
We have outlined several alternative and complementary strategies for enhancing human radioresistance for the purposes of deep space exploration and colonization using existing biomedical and biotechnological tools and modalities in ...
"There were nine and 17 proteins that were significantly altered after spaceflight in the white ( Table 1 ) and gray ( Table 2 ) matter, respectively ( p < ..."
KEGG and Gene Ontology (GO) scatterplots were generated based on the top one hundred significantly ( p < 0.01) expressed genes and transcripts in the spaceflight group ( Figure 1 ...
"We performed in situ RNA assays in the brains of mice subjected to spaceflight (FLT), as well as grounded controls (GC), using DSP. Half of the mice were treated with ..."
"Fifty PERK genes were identified within the B. napus ‘ZS11’ genome ( Supplementary Tables S2 and S3 ). Identification was accomplished through an extensive BLAST search using 15 AtPERK sequences, ..."
The bacterial elicitor flagellin is a well characterized MAMP used to investigate plant innate immunity responses. We first treated wild type and InsP 5-ptase seedlings with the active elicitor peptide ...
"The primary goal of the plant signaling spaceflight experiment was to identify differentially expressed genes between microgravity and the on board ‘1 g ’ control. For this purpose, one rotor ..."
"To minimize the impact of handling and transport, seeds were dry-mounted on membranes and remained dormant until hydration at the initiation of each experimental run. The dry seed configuration with ..."
"To assess gene expression differences in liver samples from the RR-1 NASA Validation mission ( Cadena et al., 2019 ; Globus and Galazka, 2015 ; Ronca et al., 2019 ), ..."
"Negative gravitaxis is a behavioral orientation response in the direction opposite to the gravity vector. To elicit this behavioral response the snail is pitched 90° head-down, akin to its own ..."
"To begin to define the impact that exposure to microgravity has upon NK cell function, we incubated NK-92MI cells for 48 h in either: (1) conditions of normal gravity (1 ..."
An example of a cyclic voltammogram (CV) result of PEDOT:PSS and its corresponding cathodic peak current ( i p ) vs. the scan rate ( v 1/2 ) are shown ...
"One of the main goals of space research is to extend the human experience to the farthest reaches of space to discover, explore, and exploit uncharted regions of space. However, ..."
"There has been renewed research interest in the zygomycete fungi during the last decade, and this is reflected in the rapidly increasing number of genome sequences from this group of ..."
"We perfused a 5% hematocrit (HCT) suspension through the valve at the channel Reynolds (Re) numbers of 0.6, 3, 6, 12, 18, and 24. The Re was calculated as R ..."
"Table 1 shows the transcriptomic datasets used in this study. These datasets included RNA-seq and microarray datasets. Model organisms represented are mouse, fruitfly, and nematode. A bedrest study was also ..."
"To probe the effect of simulated microgravity growth on S. mutans , continuous growth curves (whereby cell samples were removed from the same HARV at different time points) were performed ..."
"As outlined in Fig. 1a , the BRIC-23 flight (FLT) experiment and corresponding asynchronous ground controls (GCs) were conducted on S. aureus cultures grown to a single time point (48 ..."
"VPS41 (AT1G08190) and VPS33 (AT3G54860) share 23.29% and 19.17% sequence identity with yeast Vps41p and Vps33p, respectively. Therefore, VPS33 and VPS41 are likely homologs of these yeast HOPS proteins ( ..."
We recently carried out a screen for mutants in tonoplast protein trafficking and vacuole biogenesis and characterized the function of the VTI11 SNARE protein and phosphoinositides in vacuole fusion [ ...
"VPS41 (AT1G08190) and VPS33 (AT3G54860) share 23.29% and 19.17% sequence identity with yeast Vps41p and Vps33p, respectively. Therefore, VPS33 and VPS41 are likely homologs of these yeast HOPS proteins ( ..."
"The goal of BRIC-24 was to test whether vacuole fusion is affected by the microgravity environment of the ISS. A previously characterized vacuole fusion assay 26 , 27 was implemented ..."
"Body mass was 21%, 19%, 10%, 17% and 13% lower in G20, G21, P0, P1 and P3 HG dams versus control dams, respectively (supplementary material Table S1). Mammary glands were ..."
"Both UVPS and Control dams gave birth at the expected time, during the period spanning late G21 through early G22. Litter sizes ranged from 11–16 for the UVPS group and ..."
"F-SHAM-0g had similar bodyweight losses compared to M-SHAM-0g ( Fig. 1 A). However, in rats post-gonadectomy, F-OVX-0g had greater bodyweight loss compared to M-CAST-0g (+14.9% v. −6.8% respectively, Fig. 1 ..."
"F-SHAM-0g had similar bodyweight losses compared to M-SHAM-0g ( Fig. 1 A). However, in rats post-gonadectomy, F-OVX-0g had greater bodyweight loss compared to M-CAST-0g (+14.9% v. −6.8% respectively, Fig. 1 ..."
"The QC is the source of stem cell initials and is maintained at the G1/S cell cycle checkpoint and thus divides infrequently ( Jiang and Feldman, 2005 ). BR-induced nuclear ..."
"Increased environmental temperature triggers heat-shock responses (HSR) in plants; however, if the temperature rises above a certain limit, or the duration of the high temperature is too long, plants will ..."
A multiple alignment of the deduced amino acid sequences revealed that the primary structure of the apyrases from different pathogenic fungi differ in the size of their C‐terminal ends from ...
"In 3-d-old seedlings, all ANN1 and ANN2 knockout mutants ( ann1-2 , ann1-3 , ann2-1 , and ann1-2/ann2-1 ) had primary root lengths that were significantly shorter compared to wild ..."
Increased CD68 levels are indicative of increased microglial activation. Hippocampal sections were stained to visualize and quantify CD68 protein expression ( Figure 1 A). Wild-type HU mice had a significantly ...
"Both trabecular and cortical bone mass and microarchitecture were deficient in the SOD1 G93A mice compared to controls ( Table 1 ). In particular, trabecular BV/TV was 54% lower in ..."
"The consistency of the PWB level achieved was high (Fig. 1a ). Indeed, all unloaded groups displayed minimal differences between their achieved and desired PWB level, which was further demonstrated ..."
"BFRT has applications across the continuum of human performance, from immobilization, early rehabilitation with low loads, low-intensity aerobic exercises, as part of a comprehensive strength and conditioning plan, and in ..."
In vivo longitudinal assessment of tibial metaphyseal trabecular bone density showed both load- and time-dependent effects of PWB (Fig. 1 ). The dose-dependent response to unloading was evident as early ...
"In conclusion, the PWB model is a novel experimental method that has extensive potential for the investigation of physiological alterations in response to both micro- and partial gravity. We have ..."
"NL animals’ weight increased over the 14‐day period, while HLS rats’ weight decreased (effect of loading: p = 0.0031, effect of time × loading: p < 0.0001, Figure 1a ). ..."
No result found
"To induce an adaptive response and observe its sustained effects on the following generation, the P 0 generation C. elegans was grown on agar, the F 1 generation in liquid, ..."
"To dissect the biological processes affected under simulated microgravity and sustained after the exposure, we first cultured C. elegans in CeHR for three weeks on ground control condition and allowed ..."
"An ideal desiccation procedure preserves PicoShell particle integrity and yeast-cell health over long durations as closely as possible to fresh PicoShells and cells. Of all methods tested here, we found ..."
C. elegans represents a cheap and feasible organism to study the mechanisms regulating phenotypic adaptations in response to microgravity. We highlight that the application of omics analysis to spaceflight research ...
"To evaluate overall health, body weights and food consumption were monitored throughout the experiments ( Table 1 ). Candidate interventions were administrated to the mice prior to TBI using pre-feeding ..."
"Skeletally mature, male mice, 14 weeks of age, were assigned to groups (n = 10/group) and pre-fed for 14 days with either a control diet (CD) or dried plum diet ..."
"In this study, we made use of the rodent HU model to gain insight on the effects of microgravity exposure on molecular signatures of the heart. With the exception of ..."
We employed the IVW method as the primary analytical approach. Sixteen druggable genes exhibited a strong association with the development of CKD at a FDR of less than 0.05. These ...
